_id,name_en,name_ru,name_uk
2000490,Uhtomskaia,Ухтомская,Ухтомская
2000493,Doncy,Донцы,Донцы
2000495,Grivno,Гривно,Гривно
2000497,Fedorovsk,Федоровская,Федоровская
2000498,Zubarevka,Зубаревка,Зубаревка
2000502,Belyi Rast,Белый Раст,Белый Раст
2000503,Botino,Ботино,Ботино
2000505,Aviacion,Авиационная,Авиационная
2000506,Maksimovo,Максимово,Максимово
2000507,Berendino,Берендино,Берендино
2000510,Perhushkovo,Перхушково,Перхушково
2000511,Bryn,Брынь,Брынь
2000512,Shmatovo,Шматово,Шматово
2000515,Nikolskoe,Никольское,Никольское
2000520,Fasonolit,Фасонолитейная,Фасонолитейная
2000521,Olhovka,Ольховка,Ольховка
2000522,Dulevo,Дулево,Дулево
2000523,Oka,Ока,Ока
2000524,Pliuscevo,Плющево,Плющево
2000525,Kokoshkino,Кокошкино,Кокошкино
2000526,Lyscovskaia,Лысцовская,Лысцовская
2000528,Kaligaevka,Калигаевка,Калигаевка
2000530,Kupavna,Купавна,Купавна
2000531,Pod'elki,Под'елки,Под'елки
2000532,Zolotovo,Золотово,Золотово
2000536,Davydovo,Давыдово,Давыдово
2000537,Voimejnyi,Воймежный,Воймежный
2000538,Gorojanka,Горожанка,Горожанка
2000539,Dudkino,Дудкино,Дудкино
2000540,Stupino,Ступино,Ступино
2000542,Iakovskaia,Яковская,Яковская
2000544,Kolontaevo,Колонтаево,Колонтаево
2000545,Vesenniaia,Весенняя,Весенняя
2000546,Ratmirovo,Ратмирово,Ратмирово
2000547,Nejoda,Нежода,Нежода
2000548,Shatilovo,Шатилово,Шатилово
2000549,Snopot,Снопоть,Снопоть
2000550,Javoronki,Жаворонки,Жаворонки
2000552,Jdanovka,Ждановка,Ждановка
2000554,Nepecino,Непецино,Непецино
2000555,Severianin,Северянин,Северянин
2000556,Pobeda,Победа,Победа
2000557,Voimirovo,Воймирово,Воймирово
2000558,Lesnye Dar,Лесные Дары,Лесные Дары
2000560,Novoierus,Новоиерусалимская,Новоиерусалимская
2000561,Kosorja,Косоржа,Косоржа
2000562,Pahotino,Пахотино,Пахотино
2000564,Terenino,Теренино,Теренино
2000565,Zavod.park,Заводской Парк,Заводской Парк
2000569,Kolesniki,Колесники,Колесники
2000570,Otradn.sm,Отрадное Смол.,Отрадное Смол.
2000573,Miakinino,Мякинино,Мякинино
2000575,Iauza,Яуза,Яуза
2000577,Pankova,Панькова,Панькова
2000578,Hoten,Хотень,Хотень
2000579,Akulichi,Акуличи,Акуличи
2000580,Mamontovsk,Мамонтовская,Мамонтовская
2000581,Nedostoevo,Недостоево,Недостоево
2000582,Probujden,Пробуждение,Пробуждение
2000583,Terebuj,Теребуж,Теребуж
2000584,Volshuta,Волшута,Волшута
2000585,Kliazma,Клязьма,Клязьма
2000589,Uzkoe,Узкое,Узкое
2000590,Pokr Stresh,Покровско-Стрешнево,Покровско-Стрешнево
2000591,Zolotarevk,Золотаревка,Золотаревка
2000592,Barrikadn,Баррикадная,Баррикадная
2000593,Osanovo,Осаново,Осаново
2000594,Usady Okr,Усады Окружные,Усады Окружные
2000595,Pokrovskoe,Покровское,Покровское
2000596,Sotnikovo,Сотниково,Сотниково
2000597,Malchiki,Мальчики,Мальчики
2000599,Shubatovo,Шубатово,Шубатово
2000600,Novodachnaia,Новодачная,Новодачная
2000601,Gostomlia,Гостомля,Гостомля
2000602,Svetiki,Светики,Светики
2000603,Voronino,Воронино,Воронино
2000605,Rjevskaia,Ржевская,Ржевская
2000608,Borec,Борец,Борец
2000609,Osenka,Осенка,Осенка
2000610,Katuar,Катуар,Катуар
2000612,Ivancevo,Иванцево,Иванцево
2000613,Kudriavcevo,Кудрявцево,Кудрявцево
2000615,Lvovskaia,Львовская,Львівська
2000620,Hlebnikov,Хлебниково,Хлебниково
2000621,Nerskaia,Нерская,Нерская
2000622,Pavl. Post,Павловский Пост,Павловский Пост
2000623,Perochi,Перочи,Перочи
2000625,Hotkovo,Хотьково,Хотьково
2000626,Kokorevo,Кокорево,Кокорево
2000627,Beloglavaia,Белоглавая,Белоглавая
2000628,Beloberej.,Белобережская,Белобережская
2000629,Netrubej,Нетрубеж,Нетрубеж
2000630,Butovo,Бутово,Бутово
2000631,Povarovo 3,Поварово 3,Поварово 3
2000633,Lopatino,Лопатино,Лопатино
2000635,Zagoriansk,Загорянская,Загорянская
2000636,Detkovo,Детково,Детково
2000637,Dudino Ser,Дудино-Серебряное,Дудино-Серебряное
2000638,Danilovsk,Даниловская,Даниловская
2000640,Chernoe,Черное,Черное
2000643,Jalynec,Жалынец,Жалынец
2000644,Gaverdovo,Гавердово,Гавердово
2000650,Kolomna,Коломна,Коломна
2000651,Mosk.2 Mit,Москва 2 Митьково,Москва 2 Митьково
2000655,Sofrino,Софрино,Софрино
2000657,Gres,Грэс,Грэс
2000658,Strukovo,Струково,Струково
2000659,Dorogobuj,Дорогобуж,Дорогобуж
2000660,Mashinostr,Машиностроитель,Машиностроитель
2000661,Dubrovinka,Дубровинка,Дубровинка
2000664,Dachnaia 1,Дачная 1,Дачная 1
2000665,Raduga,Радуга,Радуга
2000667,Jeglovka,Жегловка,Жегловка
2000668,Sorok Bor,Сороковой Бор,Сороковой Бор
2000670,Zelenograd,Зеленоградская,Зеленоградская
2000672,Astapkovich,Астапковичи,Астапковичи
2000673,Azobichi,Азобичи,Азобичи
2000675,Barybino,Барыбино,Барыбино
2000676,Ivanisino,Иванисино,Иванисино
2000680,Sortirovoch,Сортировочная,Сортировочная
2000683,Pilevo,Пилево,Пилево
2000685,Bakovka,Баковка,Баковка
2000690,Skolkovo,Сколково,Сколково
2000691,Solonovka,Солоновка,Солоновка
2000692,Ozerskaia,Озерская,Озерская
2000693,Cementnaia,Цементная,Цементная
2000695,Balabanovo,Балабаново,Балабаново
2000700,Testovskaia,Тестовская,Тестовская
2000702,Jokovo,Жоково,Жоково
2000703,Vereykino,Верейкино,Верейкино
2000704,Latygory,Латыгоры,Латыгоры
2000705,Semenovsk,Семеновский,Семеновский
2000707,Novogromov,Новогромово,Новогромово
2000709,Pionerskaia,Пионерская,Пионерская
2000710,Strunino,Струнино,Струнино
2000711,Lgov S,Льгов Сортировочный,Льгов Сортировочный
2000714,Terminal Vnukovo,Терминал Внуков,Терминал Внуково
2000715,Friaz.pass.,Фрязино Пасс,Фрязино Пасс
2000716,Buharovo,Бухарово,Бухарово
2000717,Vostochnyi Park,Восточный Парк,Східний Пост
2000719,,,Платформа 113 Км
2000720,Opaliha,Опалиха,Опалиха
2000721,Runovo,Руново,Руново
2000723,Sarybevo,Сарыбьево,Сарыбьево
2000724,Melgunovo,Мельгуново,Мельгуново
2000725,Zvenigorod,Звенигород,Звенигород
2000726,Prudki,Прудки,Прудки
2000727,Zaraisk,Зарайск,Зарайск
2000730,Lesnoi Gor,Лесной Городок,Лісний Городок
2000734,Op Aleksan,Оп Александровка,Оп Александровка
2000736,Orehovka,Ореховка,Ореховка
2000737,Shoste,Шостье,Шостье
2000738,Chinur,Чинур,Чинур
2000740,Bahchivand,Бахчиванджи,Бахчиванджи
2000744,Savelovsk,Савеловская,Савеловская
2000745,Seliatino,Селятино,Селятино
2000746,Moskva Stn,Москва-Станколит,Москва-Станколит
2000748,,Платфарма 18 Км,Платфарма 18 Км
2000750,Kostino,Костино,Костино
2000751,Pletnevo,Плетнево,Плетнево
2000752,Baburino,Бабурино,Бабурино
2000753,Serg.posad,Сергиев Посад,Сергиев Посад
2000754,Opytn Pole,Опытное Поле,Опытное Поле
2000755,Rogozinsk,Рогозинская,Рогозинская
2000756,Dishnia,Дишня,Дишня
2000757,Chijki,Чижки,Чижки
2000758,Kuzmichevk,Кузмичевка,Кузмичевка
2000759,Seminarsk,Семинарская,Семинарская
2000761,Krushma,Крушма,Крушма
2000762,Batkovo,Батьково,Батьково
2000763,Govorovo,Говорово,Говорово
2000764,Pomelnica,Помельница,Помельница
2000765,Fomkino,Фомкино,Фомкино
2000768,Pridneprov,Приднепровская,Приднепровская
2000769,Shlipovo,Шлипово,Шлипово
2000770,Priokskaia,Приокская,Приокская
2000771,Kosaia Gora,Косая Гора,Косая Гора
2000772,Privole,Приволье,Приволье
2000773,Agroles,Агролес,Агролес
2000775,Nekrasovo,Некрасово,Некрасово
2000776,Malahovo,Малахово,Малахово
2000777,Tesnickoe,Тесницкое,Тесницкое
2000778,Energetik,Энергетик,Энергетик
2000779,Pererushevo,Перерушево,Перерушево
2000780,Novozybkov,Новозыбков,Новозыбков
2000781,Maniuki,Манюки,Манюки
2000782,Perevoz,Перевоз,Перевоз
2000783,Zlynka,Злынка,Злынка
2000784,Karhovka,Карховка,Карховка
2000785,Jijalo,Жижало,Жижало
2000786,Dubosekovo,Дубосеково,Дубосеково
2000789,Demscino,Демщино,Демщино
2000790,Klimov,Климов,Климов
2000791,Rogozna,Рогозна,Рогозна
2000793,Suraj,Сураж,Сураж
2000794,Dobrik,Добрик,Добрик
2000795,Jecha,Жеча,Жеча
2000797,Grinevo,Гринево,Гринево
2000798,Pogar,Погар,Погар
2000799,Sudost,Судость,Судость
2000800,Zav.ilicha,Заветы Ильича,Заветы Ильича
2000801,Vitemlia,Витемля,Витемля
2000805,Kratovo,Кратово,Кратово
2000806,Molodejnaia,Молодежная,Молодежная
2000808,Suzemka,Суземка,Суземка
2000809,Nerussa,Нерусса,Нерусса
2000810,Snegiri,Снигири,Снигири
2000811,Holmechi,Холмечи,Холмечі
2000812,Kokorevka,Кокоревка,Кокорівка
2000813,Altuhovo,Алтухово,Алтухово
2000815,Stiajnoe,Стяжное,Стяжное
2000816,Sinezerki,Синезерки,Синьозірки
2000818,Kliukovniki,Клюковники,Клюківники
2000820,Navlia,Навля,Навля
2000821,Deviche,Девичье,Девичье
2000822,Pogreby,Погребы,Погребы
2000823,Brasovo,Брасово,Брасово
2000824,Rassoshka,Рассошка,Рассошка
2000825,Arkino,Аркино,Аркино
2000826,Komarichi,Комаричи,Комаричи
2000827,Borodino,Бородино,Бородино
2000828,Koloch,Колочь,Колочь
2000829,Uvarovka,Уваровка,Уваровка
2000830,Viazma,Вязьма,Вязьма
2000831,Drovnino,Дровнино,Дровнино
2000833,Gagarin,Гагарин,Гагарин
2000834,Vasilisino,Василисино,Василисино
2000835,Sergo Iv,Серго-Ивановская,Серго-Ивановская
2000836,Tumanovo,Туманово,Туманово
2000837,Mescerskaia,Мещерская,Мещерская
